0,1
"Coordinación, propuesta e implementación de acciones y políticas públicas, a los efectos de la prevención y la reducción de las Pérdida y Desperdicios de Alimentos (PDA) en la Argentina, creando valor para el sistema agroalimentario y la sociedad en su conjunto, en el marco de lo establecido por el Plan Nacional de Reducción de Pérdidas y Desperdicio de Alimentos. Se busca que las pérdidas y desperdicios se capturen o recuperen como recursos e insumos del resultado de cada etapa del ciclo de vida. Sobre este enfoque se utiliza la pirámide Jerarquía de Recuperación de Alimentos para priorizar las medidas y prácticas de manejo y gestión con el siguiente orden: prevención y reducción en origen, recuperación para consumo humano, reutilización, reprocesado, reciclado, aprovechamiento para compostaje o generación de energía, eliminación y disposición final.",
Plan Nacional de Reducción de Pérdidas y,
Desperdicio de Alimentos. Se busca que las pérdidas y desperdicios se,
capturen o recuperen como recursos e insumos del resultado de cada,
etapa del ciclo de vida. Sobre este enfoque se utiliza la pirámide,
Jerarquía de Recuperación de Alimentos,
"Coordinación, propuesta e implementación de acciones y políticas públicas, a los efectos de la prevención y la reducción de las Pérdida y Desperdicios de Alimentos (PDA) en la Argentina, creando valor para el sistema agroalimentario y la sociedad en su conjunto, en el marco de lo establecido por el Plan Nacional de Reducción de Pérdidas y Desperdicio de Alimentos. Se busca que las pérdidas y desperdicios se capturen o recuperen como recursos e insumos del resultado de cada etapa del ciclo de vida. Sobre este enfoque se utiliza la pirámide Jerarquía de Recuperación de Alimentos para priorizar las medidas y prácticas de manejo y gestión con el siguiente orden: prevención y reducción en origen, recuperación para consumo humano, reutilización, reprocesado, reciclado, aprovechamiento para compostaje o generación de energía, eliminación y disposición final.",
Coordinació,
Metas,
etas,
Riesgos climáticos asociados,
iesgos climáticos,
sociados,
Reducción estimada de emisiones al 2030 (MtCO2e),
educción estimada,
e emisiones al 2030,
MtCO2e),
Financiamiento,
inanciamiento,
,Con la información disponible al momento no se puede estimar la\nreducción de  emisiones para esta medida.
Reducción estimada de emisiones al 2030 (MtCO2e),
,educción estimada
,e emisiones al 2030
,MtCO2e)
,
,Secretaría de Agricultura Ganadería y Pesca de la Nación
,utoridad de
,plicación
,
,En implementación inicial
,stado de
,mplementación
,
,En ejecución-2030
,eríodo de ejecución
,
,USD 4.000.000
,stimación de gastos
l 2030,
,
,"⠀Tesoro Nacional\n⠀Fuentes internacionales\nNota: Recursos humanos estables de la Secretaría de Agricultura\nGanadería y Pesca de la Nación. Hasta la fecha los principales fondos\nhan sido producto de programas de cooperación técnica con la FAO, el\nPNUMA, el BID y el Banco Mundial."
Financiamiento,
,⠀Fuentes internacionales
inanciamiento,
,
,"⠀Ley Nacional N° 27.454/18 crea el Plan Nacional de Reducción de\nPérdidas y Desperdicio de Alimentos (Antecedente: Resolución\nN° 392/2015).\n⠀Resolución N° 9-E/2017 crea la Red Nacional para la Reducción de\nPérdidas y Desperdicio de Alimentos, de la cual se desprenden:\n1.Grupo de Trabajo Industrias y Retail:   Informe “Desperdicio de\nalimentos en supermercados y autoservicios” ediciones 2020,\n2021 y 2022 y Tablero Operativo de Mermas y Sostenibilidad\nde Alimentos (herramienta digital)\n2.PyMEs Agroalimentarias: TCP FAO: Estrategias para\npromover mejores prácticas para la reducción de pérdidas en\nlas pymes de agroalimentos. Ediciones 2020 y 2021,  “Guía\npara PyMEs Agroalimentarias Sostenibles” (2021) y Proyecto\nPROCAL: Implementación de buenas prácticas para la"
Instrumentos y herramientas de implementación,
nstrumentos y,
erramientas de,
mplementación,
,
"⠀Tesoro Nacional ⠀Fuentes internacionales Nota: Recursos humanos estables de la Secretaría de Agricultura Ganadería y Pesca de la Nación. Hasta la fecha los principales fondos han sido producto de programas de cooperación técnica con la FAO, el PNUMA, el BID y el Banco Mundial.",
⠀Fuentes internacionales,
Instrumentos y herramientas de implementación,
nstrumentos y,
erramientas de,
mplementación,
Necesidades y barreras,
ecesidades y,
arreras,
,reducción de PDA en PyMEs Agroalimentarias. (2022-2023)\n3.Grupo de Trabajo Universidades y casas de estudio: “Guía\npara Universidades Experiencias de abordaje y modelos de\nacción para la reducción de las PDA”\n⠀Resolución MAGyP N° 134/2022 crea el Programa Federal de\nFortalecimiento de Fortalecimiento para la Reducción de las\nPérdidas y Desperdicios de Alimentos para Provincias y\nMunicipios Sostenibles –Potenciar Sostenibilidad-.\n⠀Cooperación Técnica Banco Mundial: “Guía Integral para\nMunicipios ¿qué pueden hacer las ciudades argentinas para\nreducir las PDA?”\n⠀TCP FAO: Experiencias de buenas prácticas para la producción y\nconsumo sostenible de alimentos en municipios y gobiernos\nlocales y su informe “Experiencias Municipios Sin Desperdicio”.\n⠀TCP BID: Fortalecimiento de las capacidades de las provincias y\nmunicipios en la adopción de políticas y estrategias integrales\npara la prevención y reducción de Pérdidas y Desperdicios de\nAlimentos (PDA) a nivel local.
,
,
,"Necesidades:\n⠀Calidad, acceso y disponibilidad de datos para la cuantificación de\npérdidas y desperdicios de alimentos.\n⠀Capacidades técnicas para la medición y monitoreo.\n⠀Gran dimensión del sector agroalimentario nacional y variabilidad\nentre las cadenas de valor."
Necesidades y barreras,
ecesidades y,
arreras,
,
,"⠀Cantidad de pérdidas (%) en cadenas de producción\nseleccionadas\n⠀Cantidad de desperdicios de alimentos (%) per cápita en la venta\nal por menor\n⠀Cantidad de desperdicios de alimentos (%) en consumidores.\n⠀Línea base 2015: 12,5% de pérdidas y desperdicio de alimentos a\nnivel nacional\nSe utilizarán, complementariamente:\n⠀Índice de Pérdidas de Alimentos: en etapa de diseño\nmetodológico a partir de la metodología propuesta por la FAO.\nResultados tentativamente 2023 (incluye estimación de pérdidas"
Indicadores para el monitoreo,
ndicadores para el,
onitoreo,
,"Se utilizarán, complementariamente:"
,
Indicadores para el monitoreo,
ndicadores para el,
onitoreo,
"⠀Cantidad de pérdidas (%) en cadenas de producción seleccionadas ⠀Cantidad de desperdicios de alimentos (%) per cápita en la venta al por menor ⠀Cantidad de desperdicios de alimentos (%) en consumidores. ⠀Línea base 2015: 12,5% de pérdidas y desperdicio de alimentos a nivel nacional Se utilizarán, complementariamente: ⠀Índice de Pérdidas de Alimentos: en etapa de diseño metodológico a partir de la metodología propuesta por la FAO. Resultados tentativamente 2023 (incluye estimación de pérdidas",
"Se utilizarán, complementariamente:",
,"en al menos 10 sectores agroalimentarios)\n⠀Índice de Desperdicio de Alimentos: en etapa de diseño\nmetodológico a partir de la metodología propuesta por el\nPNUMA. Resultados tentativamente 2023 (incluye estimación de\ndesperdicios en los tres sectores: comercio minorista, servicios de\nalimentación y hogares)"
,
,
,"La medida es potencialmente transformadora de las brechas de\ngénero.\nLa “Estrategia 2030 Valoremos Los Alimentos” incorpora el abordaje\ncualitativo de la cuestión de género, la educación y el enfoque\nantropológico transversal a la problemática de PDA, que contribuye a\ntrabajar integralmente en la generación de conciencia, sus múltiples\ndimensiones e impactos, la valorización de los alimentos y sus\nfunciones; y permiten acortar la brecha hacia el rediseño y gestión del\nsistema para mejorar el funcionamiento de las cadenas\nagroalimentarias.\nLa dinámica de género es de especial importancia para un abordaje\nefectivo en la prevención y reducción de las PDA. La equidad de\ngénero en la construcción de sistemas sostenibles es central y como\nperspectiva colabora en la efectividad de las propuestas y en su\nimpacto duradero."
Análisis enfoque de género y diversidad,
,nálisis enfoque de
,énero y diversidad
,
,Medida que genera reducción del riesgo climático.
,nálisis enfoque de
,estión integral del
,iesgo
,
,Medida que genera beneficios para la salud dado que se reducen los\nvolúmenes de residuos a ser tratados y se aprovechan en mayor\nproporción los alimentos. Además la medida puede generar nuevos\npuestos de trabajo con sus implicancias en la cobertura de salud por\nobras sociales.
Análisis enfoque de salud,
,nálisis enfoque de
,alud
,
,A definir
,nálisis enfoque de
,ransición justa
,
,Esta medida no requiere análisis de cobeneficios. Aporta a la\nadaptación y la mitigación.
,obeneficios entre
,Esta medida no requiere análisis de cobeneficios. Aporta a la
daptación y,
,adaptación y la mitigación.
itigación,
,
Análisis enfoque de género y diversidad,
nálisis enfoque de,
énero y diversidad,
Análisis enfoque de salud,
nálisis enfoque de,
alud,
Esta medida no requiere análisis de cobeneficios. Aporta a la adaptación y la mitigación.,
Esta medida no requiere análisis de cobeneficios. Aporta a la,
adaptación y la mitigación.,
,Capítulo IV: Medidas y Acciones Mínimas de Adaptación. Artículo 21;\nArtículo 22. Inc. b) e i).\nCapítulo V: Medidas y Acciones Mínimas de Mitigación. Artículo 24.\nInc. h).
Relación con la Ley 27.520,
elación con la Ley,
7.520,
,
Relación con la Ley 27.520,
elación con la Ley,
7.520,
Descripción,
escripción,
,[GS-07] Fortalecer el agregado de valor agropecuario
,edida
,
,"Fortalecimiento de los medios de vida a través de herramientas de\nintervención que mejoren las condiciones para el desarrollo y\nagregado de valor local, regional y asociativo de productos y\nsubproductos agropecuarios. Está destinada a todos aquellos\nemprendimientos productivos de pequeña y mediana escala,\nincluyendo a la agricultura familiar, campesina e indígena. Asimismo,\nse busca potenciar el desarrollo, producción, procesamiento, registro,\ncomercialización y consumo de bioinsumos de uso agropecuario.\nTambién busca contribuir a la mejora de las condiciones de producción\nagregado de valor y comercialización de proyectos de desarrollo rural\nde mujeres de la agricultura familiar campesina e indígena y de la\npesca artesanal."
Descripción,
,escripción
,
,"Al 2030:\n⠀Se sustituye el 20% de las importaciones de bioinsumos\nprimarios para el agro a través de la consolidación de un modelo\nnacional de producción de bioinsumos a partir de PYMES\n(asociada al Programa de Bioinsumos Agropecuarios Argentinos,\nPROBIAR),\n⠀Se fomenta la producción agroalimentaria nacional, su integración\nhorizontal y vertical y la construcción de cadenas cortas de\ncomercialización, a través del aumento del 30% del número de\nPYMES agroalimentarias,\n⠀Se crea, beneficia y/o fortalece 200 centros de agregado de valor\n(asociado a Programa Nacional de Formalización, Valor Agregado\ny Comercialización), y\n⠀Se alcanzan 38.700 beneficiarios (asociados a los componentes 2\nde Agricultura climáticamente inteligente y componentes 1 y 2 del\nprograma “En Nuestras Manos”).\nNota: las metas de la presente medida se encuentran desglosadas en\nfunción de los objetivos de los instrumentos que la componen."
Metas,
,etas
,
,Nacional
,lcance geográfico o
,oblacional
,
,Adaptación
,"daptación,"
itigación o pérdidas,
,
Metas,
etas,
y daños,daños
Riesgos climáticos asociados,
iesgos climáticos,
sociados,
,
y daños,daños
,
,"La medida apunta a mejorar la capacidad adaptativa de los y las\nproductores/as rurales especialmente de la agricultura familiar,\ncampesina e indígena, mejorando su capacidad de competencia con\notras escalas productivas y disminuyendo la vulnerabilidad y la\nafectación de sus medios de vida a causa de diferentes amenazas\nclimáticas."
Riesgos climáticos asociados,
,iesgos climáticos
,sociados
,
,N/A
,educción estimada
,e emisiones al 2030
,MtCO2e)
,
,"Secretaría de Agricultura, Ganadería y Pesca de la Nación:\n⠀Subsecretaría de Fortalecimiento Productivo y Sustentable Para\nPequeños y Medianos Productores Agroalimentarios\n⠀Dirección General de Programas y Proyectos Sectoriales y\nEspeciales (DIPROSE)\n⠀Subsecretaría de agricultura familiar, campesina e indígena\n(SAFCI)"
